Gene Symbol,Chronic Module,Escape Module,Resolver Module,Intramodular Connectivity – Chronic,Intramodular Connectivity – Escape,Intramodular Connectivity – Resolver
SNX4,c2,e9,r5,0.426,0.552,0.169
SOCS3,c1,e9,r8,0.423,0.484,0.316
SOD2,c10,e9,r5,0.254,0.297,0.393
SORL1,c1,e9,r9,0.351,0.485,0.315
SOS1,c1,e8,r9,0.364,0.939,0.328
SOS2,c8,e3,r5,0.169,0.556,0.246
SP1,c3,e9,r9,0.450,0.367,0.511
SP100,c10,e9,r9,0.252,0.400,0.734
SP110,c6,e9,r2,0.693,0.364,0.460
SP140,c5,e9,r9,0.363,0.354,0.971
SP140L,c1,e9,r2,0.206,0.442,0.656
SP2,c3,e2,r4,0.665,0.236,0.352
SP3,c10,e2,r3,0.270,0.670,0.250
SP4,c10,e9,r7,0.322,0.441,0.207
SPAG5,c10,e9,r1,0.322,0.528,0.306
SPAG9,c2,e2,r3,0.554,0.528,0.281
SPATA20,c10,e5,r9,0.306,0.510,0.142
SPATA2L,c10,e9,r5,0.447,0.401,0.331
SPCS1,c1,e5,r9,0.382,0.211,0.449
SPCS3,c10,e7,r4,0.204,0.285,0.614
SPEN,c10,e4,r6,0.184,0.538,0.467
SPG11,c10,e8,r3,0.237,0.538,0.531
SPG21,c10,e6,r9,0.515,0.513,0.512
SPG7,c10,e9,r3,0.210,0.436,0.370
SPIDR,c1,e9,r2,0.281,0.496,0.528
SPN,c10,e9,r7,0.264,0.545,0.225
SPOP,c4,e9,r4,0.700,0.387,0.502
SPRY1,c2,e9,r5,0.362,0.379,0.449
SPSB3,c2,e2,r9,0.319,0.582,0.177
SPTBN1,c1,e2,r5,0.383,0.390,0.399
SQLE,c1,e9,r9,0.339,0.469,0.137
SQRDL,c10,e9,r9,0.485,0.473,0.560
SRBD1,c1,e6,r9,0.265,0.861,0.404
SREBF2,c10,e3,r3,0.262,0.392,0.183
SREK1,c2,e5,r5,0.671,0.568,0.355
SRI,c5,e2,r2,0.646,0.155,0.611
SRP19,c10,e4,r9,0.246,0.770,0.237
SRP54,c2,e9,r6,0.243,0.426,0.278
SRP72,c10,e9,r4,0.317,0.373,0.470
SRP9,c5,e9,r2,0.373,0.324,0.649
SRPK1,c6,e9,r9,0.507,0.600,0.604
SRPRA,c2,e4,r6,0.243,0.737,0.477
SRPRB,c1,e2,r9,0.206,0.452,0.197
SRRT,c1,e5,r5,0.380,0.725,0.277
SRSF10,c1,e9,r5,0.355,0.533,0.278
SRSF11,c1,e5,r3,0.443,0.160,0.389
SRSF6,c10,e5,r5,0.207,0.295,0.310
SRSF9,c5,e9,r9,0.439,0.391,0.447
SS18,c4,e1,r9,0.701,0.337,0.223
SS18L1,c4,e9,r9,0.473,0.740,0.489
SS18L2,c10,e9,r5,0.413,0.417,0.200
SSB,c2,e5,r3,0.316,0.542,0.382
SSBP1,c5,e9,r9,0.534,0.372,0.279
SSBP3,c10,e2,r9,0.284,0.512,0.317
SSFA2,c3,e9,r3,0.355,0.519,0.471
SSH1,c1,e2,r9,0.209,0.466,0.222
SSNA1,c10,e9,r9,0.274,0.537,0.143
SSR1,c10,e6,r9,0.331,0.359,0.545
SSR2,c10,e9,r9,0.619,0.346,0.242
SSR4,c3,e2,r7,0.444,0.434,0.380
SSSCA1,c10,e9,r9,0.392,0.340,0.196
ST13,c1,e4,r3,0.209,0.763,0.289
ST3GAL5,c8,e2,r6,0.125,0.343,0.379
ST6GAL1,c6,e9,r2,0.707,0.640,1.000
ST6GALNAC4,c10,e9,r7,0.266,0.345,0.400
ST8SIA1,c1,e6,r9,0.385,0.641,0.461
ST8SIA4,c1,e6,r2,0.328,0.405,0.421
STAG1,c10,e9,r9,0.296,0.344,0.408
STAG2,c2,e1,r3,0.640,0.676,0.717
STAM,c1,e9,r3,0.331,0.371,0.369
STAM2,c4,e9,r2,0.489,0.417,0.369
STAMBP,c6,e9,r3,0.552,0.503,0.407
STARD7,c10,e9,r9,0.573,0.464,0.295
STAT1,c6,e2,r2,0.471,0.367,0.703
STAT3,c10,e9,r6,0.250,0.331,0.802
STAT4,c10,e2,r6,0.214,0.711,0.683
STAT5A,c3,e2,r3,0.805,0.368,0.208
STAT5B,c1,e9,r3,0.445,0.377,0.207
STAT6,c10,e9,r3,0.282,0.513,0.315
STAU1,c10,e2,r5,0.355,0.529,0.240
STIM1,c8,e2,r5,0.264,0.278,0.109
STIP1,c10,e9,r6,0.372,0.544,0.421
STK10,c10,e9,r9,0.364,0.504,0.384
STK16,c10,e9,r5,0.420,0.389,0.204
STK17A,c10,e9,r9,0.242,0.454,0.313
STK17B,c1,e9,r5,0.469,0.504,0.541
STK19,c4,e9,r9,0.517,0.671,0.209
STK24,c10,e9,r9,0.329,0.367,0.672
STK26,c2,e9,r9,0.523,0.419,0.323
STK38,c1,e9,r9,0.490,0.400,0.893
STK38L,c2,e2,r9,0.524,0.569,0.084
STK39,c9,e9,r9,0.682,0.406,0.673
STMN1,c10,e2,r9,0.638,0.205,0.272
STMN3,c1,e4,r3,0.340,0.415,0.110
STOM,c8,e9,r2,0.446,0.488,0.544
STOML2,c10,e2,r1,0.514,0.258,0.405
STRADA,c7,e9,r5,0.404,0.403,0.201
STRAP,c2,e9,r5,0.497,0.401,0.333
STRN,c10,e9,r9,0.254,0.398,0.261
STT3A,c1,e2,r1,0.264,0.193,0.487
STUB1,c6,e9,r9,0.487,0.390,0.408
STX11,c10,e9,r3,0.242,0.456,0.115
STX16,c10,e9,r3,0.259,0.427,0.229
STX17,c1,e9,r9,0.207,0.325,0.483
STX18,c8,e2,r3,0.091,0.397,0.336
STX2,c1,e9,r2,0.304,0.398,0.451
STX5,c3,e5,r5,0.589,0.258,0.124
STX6,c4,e9,r9,0.499,0.490,0.468
STX7,c6,e9,r9,0.507,0.438,0.478
STX8,c9,e2,r9,0.639,0.395,0.377
SUCLG1,c10,e2,r9,0.334,0.136,0.880
SUCO,c1,e1,r5,0.389,0.391,0.326
SUGP1,c10,e9,r9,0.311,0.489,0.404
SUMO1,c10,e9,r9,0.328,0.311,0.272
SUMO3,c10,e2,r9,0.508,0.224,0.473
SUN1,c10,e9,r9,0.186,0.600,0.232
SUPT16H,c10,e9,r4,0.407,0.567,0.554
SUPT20H,c1,e9,r3,0.505,0.329,0.318
SUPT3H,c10,e9,r2,0.244,0.298,0.542
SUPT4H1,c10,e1,r4,0.388,0.576,0.449
SUPT6H,c3,e5,r5,0.283,0.464,0.201
SUPT7L,c7,e2,r9,0.160,0.443,0.263
SUPV3L1,c2,e9,r5,0.496,0.441,0.165
SURF1,c10,e9,r9,0.331,0.414,0.242
SUV39H1,c1,e9,r9,0.222,0.484,0.119
SUZ12,c10,e1,r3,0.207,0.433,0.309
SVIL,c1,e2,r9,0.355,0.243,0.224
SYF2,c3,e9,r5,0.458,0.512,0.171
SYNC,c10,e4,r9,0.199,0.713,0.382
SYNE2,c1,e9,r3,0.340,0.365,0.384
SYNGR2,c10,e9,r8,0.264,0.497,0.320
SYNM,c10,e5,r9,0.249,0.309,0.263
SYNRG,c1,e9,r9,0.361,0.521,0.698
SYPL1,c10,e9,r9,0.261,0.436,0.171
SYT11,c1,e5,r4,0.275,0.277,0.722
SYTL2,c3,e9,r9,0.518,0.538,0.182
SZRD1,c10,e9,r7,0.279,0.460,0.665
TAB2,c1,e2,r3,0.243,0.233,0.570
TACC1,c2,e9,r5,0.306,0.424,0.353
TACO1,c10,e9,r9,0.487,0.455,0.497
TADA2A,c3,e9,r7,0.627,0.385,0.296
TAF1,c10,e9,r9,0.178,0.463,0.228
TAF10,c3,e9,r9,0.507,0.377,0.273
TAF11,c10,e9,r9,0.307,0.260,0.432
TAF12,c10,e7,r9,0.280,0.257,0.432
TAF13,c1,e9,r5,0.688,0.498,0.461
TAF2,c3,e5,r3,0.378,0.259,0.337
TAF4,c1,e9,r1,0.337,0.695,0.516
TAF5,c2,e9,r4,0.349,0.381,0.531
TAF5L,c10,e9,r9,0.364,0.591,0.179
TAF9,c10,e9,r9,0.250,0.323,0.318
TAF9B,c1,e9,r5,0.355,0.383,0.305
TAGLN2,c10,e5,r7,0.326,0.389,0.355
TALDO1,c10,e9,r9,0.683,0.427,0.359
TANK,c10,e5,r3,0.255,0.309,0.231
TAOK3,c10,e9,r3,0.250,0.658,0.499
TAP1,c5,e9,r9,0.588,0.437,0.647
TAPBP,c8,e2,r1,0.458,0.479,0.613
TAPBPL,c3,e9,r9,0.258,0.456,0.273
TARBP1,c9,e9,r3,0.550,0.382,0.427
TARDBP,c10,e9,r2,0.317,0.662,0.460
TARS,c5,e9,r9,0.467,0.338,0.200
TASP1,c10,e9,r9,0.239,0.433,0.471
TATDN2,c1,e9,r9,0.308,0.513,0.313
TAX1BP1,c10,e1,r5,0.436,0.702,0.214
TAZ,c3,e9,r5,0.473,0.482,0.115
TBC1D1,c10,e9,r9,0.486,0.519,0.263
TBC1D15,c2,e9,r5,0.649,0.521,0.285
TBC1D2B,c1,e9,r4,0.454,0.476,0.408
TBC1D31,c10,e5,r9,0.237,0.369,0.399
TBC1D4,c1,e9,r3,0.512,0.638,0.966
TBCA,c5,e4,r9,0.642,0.248,0.692
TBCB,c10,e9,r3,0.361,0.564,0.262
TBCC,c10,e9,r9,0.356,0.439,0.221
TBCD,c1,e9,r9,0.380,0.516,0.380
TBCE,c10,e1,r9,0.317,0.654,0.260
TBK1,c3,e9,r9,0.321,0.407,0.375
TBL1X,c3,e9,r9,0.568,0.498,0.190
TBL1XR1,c3,e9,r3,0.427,0.570,0.238
TBL2,c3,e1,r9,0.638,0.541,0.387
TBP,c2,e9,r9,0.541,0.542,0.395
TBPL1,c10,e9,r3,0.454,0.390,0.368
TBXA2R,c1,e9,r9,0.191,0.392,0.109
TBXAS1,c10,e2,r7,0.232,0.441,0.169
TCEAL4,c10,e9,r9,0.213,0.336,0.450
TCEB3-AS1,c1,e9,r5,0.282,0.404,0.150
TCERG1,c1,e9,r9,0.332,0.485,0.370
TCF12,c2,e4,r9,0.390,0.312,0.301
TCF20,c10,e2,r3,0.215,0.259,0.144
TCF7,c10,e9,r9,0.228,0.600,0.220
TCP1,c7,e9,r9,0.228,0.394,0.443
TCP11L1,c10,e9,r9,0.353,0.521,0.272
TDP2,c3,e2,r9,0.494,0.532,0.768
TERF1,c2,e4,r3,0.314,0.362,0.336
TERF2,c1,e4,r9,0.403,0.264,0.421
TES,c1,e9,r9,0.288,0.416,0.622
TESC,c8,e9,r7,0.307,0.680,0.154
TESK1,c3,e8,r9,0.513,0.500,0.179
TEX10,c10,e9,r3,0.235,0.459,0.581
TEX261,c7,e9,r7,0.440,0.349,0.210
TEX264,c10,e9,r7,0.281,0.590,0.349
TEX30,c3,e3,r3,0.446,0.535,0.182
TFB1M,c1,e2,r9,0.250,0.284,0.532
TFB2M,c10,e4,r3,0.182,0.532,0.406
TFDP1,c8,e9,r2,0.462,0.501,0.530
TFG,c2,e9,r3,0.396,0.523,0.395
TFIP11,c10,e5,r5,0.294,0.324,0.180
TFRC,c1,e4,r5,0.685,0.556,0.320
TGFB1,c10,e2,r5,0.235,0.340,0.264
TGFBI,c7,e7,r8,0.569,0.353,0.832
TGFBRAP1,c10,e9,r9,0.273,0.639,0.181
TGIF1,c4,e1,r5,0.672,0.987,0.259
THADA,c9,e8,r9,0.385,0.514,0.450
THAP9-AS1,c1,e9,r3,0.398,0.418,0.299
THBS1,c7,e9,r3,0.730,0.345,0.193
THEMIS2,c10,e9,r8,0.391,0.343,0.218
THOC1,c2,e2,r5,0.584,0.427,0.277
THOC2,c2,e9,r3,0.260,0.408,0.606
THOC7,c10,e9,r9,0.276,0.423,0.538
THRAP3,c10,e3,r5,0.217,0.701,0.361
THUMPD1,c2,e9,r3,0.515,0.348,0.374
THYN1,c10,e9,r9,0.478,0.461,0.412
TIA1,c10,e6,r9,0.282,0.437,0.619
TIAM1,c4,e9,r9,0.602,0.320,0.160
TIGAR,c2,e4,r9,0.406,0.353,0.118
TIMM10,c1,e3,r7,0.401,0.643,0.269
TIMM13,c10,e9,r9,0.365,0.416,0.358
TIMM23,c7,e7,r9,0.299,0.319,0.317
TIMM8B,c10,e9,r9,0.528,0.673,0.477
TIMP1,c7,e9,r8,0.656,0.323,0.388
TIMP2,c7,e4,r8,0.306,0.538,0.419
TINF2,c10,e9,r6,0.257,0.285,0.281
TIPARP,c1,e5,r5,0.594,0.738,0.591
TIPIN,c3,e9,r9,0.381,0.368,0.310
TJAP1,c10,e9,r6,0.233,0.611,0.291
TKT,c5,e9,r8,0.492,0.403,0.343
TLE3,c10,e9,r5,0.284,0.778,0.202
TLE4,c1,e2,r9,0.259,0.226,0.328
TLK1,c8,e3,r5,0.130,0.502,0.175
TLN1,c8,e9,r2,0.388,0.555,0.483
TLR2,c7,e7,r8,0.704,0.468,0.299
TM2D1,c1,e9,r9,0.385,0.528,0.626
TM2D3,c2,e9,r3,0.228,0.408,0.427
TM7SF3,c3,e9,r9,0.246,0.419,0.294
TM9SF1,c10,e9,r6,0.277,0.501,0.348
TM9SF2,c5,e9,r9,0.240,0.353,0.375
TM9SF3,c10,e9,r9,0.280,0.767,0.394
TMBIM1,c10,e9,r6,0.270,0.425,0.626
TMBIM4,c10,e8,r2,0.301,0.701,0.561
TMC6,c10,e9,r3,0.265,0.652,0.262
TMCO1,c3,e2,r9,0.378,0.394,0.417
TMED10,c5,e9,r2,0.463,0.513,0.674
TMED3,c8,e7,r2,0.286,0.255,0.429
TMED5,c2,e9,r3,0.565,0.460,0.454
TMED7,c10,e9,r6,0.404,0.393,0.236
TMED9,c2,e9,r9,0.388,0.393,0.317
TMEM106C,c5,e9,r9,0.528,0.549,0.347
TMEM109,c5,e9,r9,0.337,0.459,0.267
TMEM123,c1,e1,r9,0.418,0.502,0.284
TMEM126B,c10,e9,r9,0.369,0.411,0.607
TMEM131,c3,e9,r3,0.397,0.425,0.643
TMEM140,c10,e9,r9,0.413,0.328,0.460
TMEM147,c10,e9,r9,0.296,0.350,0.462
TMEM147-AS1,c9,e2,r9,0.526,0.259,0.288
TMEM14A,c10,e9,r9,0.383,0.492,0.550
TMEM165,c4,e2,r9,0.595,0.375,0.346
TMEM183A,c1,e4,r9,0.341,0.759,0.295
TMEM184B,c8,e9,r9,0.166,0.364,0.220
TMEM185B,c10,e5,r9,0.305,0.364,0.156
TMEM2,c8,e2,r6,0.164,0.932,1.000
TMEM204,c3,e9,r9,0.389,0.485,0.260
TMEM223,c3,e5,r9,0.399,0.459,0.385
TMEM243,c10,e3,r9,0.304,0.411,0.413
TMEM258,c3,e9,r9,0.833,0.463,0.536
TMEM33,c3,e2,r3,0.301,0.409,0.366
TMEM39A,c3,e5,r3,0.561,0.707,0.220
TMEM41B,c3,e2,r4,0.604,0.537,0.439
TMEM43,c1,e9,r2,0.202,0.587,0.547
TMEM5,c10,e5,r2,0.497,0.374,0.605
TMEM57,c10,e2,r5,0.209,0.390,0.364
TMEM59,c1,e9,r4,0.530,0.610,0.454
TMEM62,c10,e9,r3,0.252,0.388,0.442
TMEM70,c10,e9,r8,0.309,0.393,0.359
TMF1,c2,e2,r3,0.408,0.251,0.338
TMPO,c1,e9,r9,0.376,0.328,0.372
TMX1,c10,e5,r9,0.348,0.461,0.537
TMX2,c1,e9,r2,0.284,0.467,0.460
TNF,c1,e5,r5,0.436,0.584,0.357
TNFAIP3,c1,e5,r5,0.892,1.000,0.868
TNFAIP8,c1,e1,r2,0.383,0.386,0.615
TNFRSF1B,c3,e2,r6,0.974,0.372,0.605
TNFRSF9,c10,e9,r6,0.437,0.476,0.654
TNFSF12,c10,e2,r9,0.319,0.567,0.251
TNFSF14,c10,e9,r9,0.243,0.447,0.144
TNFSF9,c7,e9,r5,0.260,0.591,0.542
TNIK,c10,e9,r1,0.206,0.431,0.786
TNIP1,c1,e9,r9,0.277,0.572,0.285
TNKS,c8,e9,r3,0.089,0.385,0.411
TNPO1,c3,e9,r3,0.410,0.593,0.511
TOB1,c1,e7,r5,0.701,0.216,0.438
TOB2,c8,e5,r5,0.343,0.373,0.291
TOMM20,c7,e1,r9,0.299,0.257,0.161
TOMM22,c8,e9,r9,0.480,0.369,0.300
TOMM70,c3,e5,r4,0.571,0.452,0.487
TOP1,c2,e5,r3,0.549,0.658,0.485
TOP2A,c10,e2,r6,0.302,0.598,0.520
TOP2B,c2,e5,r3,0.528,0.374,0.620
TOPBP1,c10,e9,r9,0.365,0.494,0.366
TOPORS,c7,e5,r3,0.202,0.399,0.463
TOR1A,c10,e9,r9,0.488,0.803,0.430
TOR1AIP1,c2,e4,r6,0.350,0.601,0.412
TOR3A,c10,e9,r9,0.440,0.391,0.292
TOX,c3,e9,r3,0.321,0.419,0.724
TOX4,c10,e9,r9,0.416,0.462,0.245
TP53,c6,e9,r2,0.568,0.481,0.580
TP53BP1,c8,e4,r4,0.128,0.373,0.364
TP53BP2,c1,e9,r5,0.509,0.573,0.244
TPGS2,c6,e9,r9,0.536,0.359,0.545
TPI1,c8,e9,r9,0.518,0.525,0.325
TPK1,c1,e2,r9,0.291,0.291,0.319
TPM2,c1,e9,r5,0.520,0.339,0.294
TPM3,c2,e9,r5,0.302,0.468,0.238
TPP1,c9,e9,r9,0.767,0.502,0.492
TPP2,c2,e2,r3,0.579,0.558,0.457
TPR,c1,e2,r3,0.561,0.216,0.796
TPRKB,c10,e9,r4,0.356,0.386,0.473
TPST2,c3,e1,r9,0.361,0.434,0.365
TRAC,c6,e9,r2,0.792,0.505,0.669
TRADD,c10,e9,r2,0.337,0.449,0.463
TRAF3IP3,c8,e2,r2,0.472,0.333,0.884
TRAF5,c10,e9,r2,0.259,0.650,0.469
TRAF6,c2,e2,r9,0.460,0.263,0.223
TRAFD1,c10,e9,r9,0.538,0.579,0.593
TRAK2,c1,e9,r9,0.313,0.311,0.569
TRAM1,c2,e4,r9,0.507,0.509,0.397
TRAPPC11,c10,e9,r9,0.331,0.388,0.406
TRAPPC12,c10,e9,r9,0.278,0.509,0.457
TRAPPC2,c1,e9,r2,0.335,0.402,0.865
TRAPPC2L,c10,e4,r9,0.704,0.878,0.166
TRAPPC3,c10,e1,r9,0.340,0.434,0.442
TRAPPC4,c5,e9,r9,0.428,0.418,0.355
TRAPPC8,c1,e9,r9,0.421,0.455,0.811
TRAT1,c3,e5,r5,0.544,0.360,0.113
TRAV13-1,c10,e6,r9,0.212,0.778,0.364
TRAV13-2,c3,e9,r9,0.466,0.389,0.320
TRAV21,c10,e9,r3,0.277,0.480,0.353
TRDC,c10,e9,r9,0.320,0.433,0.290
TREM1,c10,e7,r8,0.317,0.387,0.529
TRIAP1,c3,e9,r9,0.622,0.291,0.325
TRIB1,c7,e9,r8,0.343,0.322,0.477
TRIB2,c8,e9,r9,0.566,0.672,0.613
TRIM13,c2,e9,r5,0.523,0.473,0.208
TRIM14,c10,e9,r2,0.352,0.432,0.528
TRIM21,c3,e9,r9,0.645,0.359,0.395
TRIM22,c10,e9,r2,0.256,0.485,0.665
TRIM23,c2,e9,r3,0.372,0.360,0.291
TRIM24,c10,e9,r3,0.244,0.320,0.417
TRIM28,c3,e9,r8,0.331,0.377,0.263
TRIM33,c10,e9,r3,0.341,0.509,0.458
TRIM37,c1,e2,r3,0.247,0.312,0.494
TRIM38,c8,e9,r6,0.142,0.365,0.364
TRIM44,c10,e9,r9,0.268,0.404,0.627
TRIM68,c3,e9,r9,0.483,0.431,0.228
TRIM8,c1,e9,r9,0.287,0.466,0.534
TRIP12,c10,e9,r9,0.340,0.438,0.414
TRIP4,c1,e9,r4,0.435,0.491,0.521
TRIP6,c10,e9,r9,0.244,0.489,0.110
TRIT1,c3,e9,r9,0.513,0.445,0.479
TRMT112,c10,e9,r9,0.349,0.527,0.308
TRMT12,c10,e9,r9,0.412,0.350,0.181
TRMT61B,c10,e9,r3,0.256,0.622,0.677
TRNAU1AP,c10,e2,r9,0.361,0.425,0.274
TROVE2,c3,e2,r9,0.339,0.479,0.322
TRPS1,c10,e2,r3,0.221,0.364,0.281
TRPV2,c8,e2,r9,0.345,0.366,0.409
TRRAP,c6,e9,r9,0.554,0.381,0.202
TSC1,c10,e9,r3,0.235,0.479,0.385
TSC2,c10,e9,r1,0.294,0.758,0.455
TSC22D2,c1,e4,r5,0.547,0.351,0.606
TSC22D3,c1,e9,r5,0.629,0.480,0.683
TSEN34,c3,e1,r7,0.382,0.425,0.178
TSG101,c10,e9,r3,0.621,0.524,0.555
TSN,c2,e9,r9,0.249,0.432,0.347
TSNAX,c1,e9,r2,0.384,0.575,0.726
TSPAN14,c10,e9,r9,0.427,0.523,0.502
TSPAN3,c10,e9,r9,0.216,0.516,0.388
TSPAN31,c10,e8,r2,0.317,0.461,0.461
TSPAN32,c1,e9,r9,0.479,0.746,0.191
TSPAN5,c9,e9,r9,0.271,0.394,0.435
TSPO,c10,e9,r9,0.366,0.507,0.200
TSPYL1,c1,e9,r5,0.376,0.608,0.344
TSPYL2,c1,e4,r5,0.335,0.403,0.309
TSPYL4,c10,e5,r9,0.208,0.792,0.375
TSR2,c10,e9,r7,0.400,0.384,0.289
TSSC1,c6,e6,r7,0.631,0.117,0.410
TSTA3,c10,e9,r9,0.334,0.558,0.234
TSTD2,c10,e5,r3,0.190,0.604,0.279
TTC1,c4,e5,r9,0.612,0.153,0.527
TTC12,c1,e9,r9,0.228,0.436,0.252
TTC13,c10,e8,r9,0.223,0.592,0.515
TTC17,c1,e9,r3,0.193,0.421,0.315
TTC19,c1,e9,r3,0.287,0.437,0.482
TTC27,c1,e9,r3,0.306,0.472,0.377
TTC3,c2,e9,r3,0.462,0.398,0.545
TTC37,c2,e8,r3,0.372,0.317,0.366
TTI2,c10,e9,r9,0.318,0.463,0.256
TTLL12,c10,e3,r3,0.207,0.537,0.164
TTLL5,c10,e8,r7,0.448,0.610,0.245
TTPAL,c2,e9,r7,0.255,0.544,0.208
TUBA3C,c1,e9,r3,0.478,0.405,0.194
TUBB,c8,e9,r9,0.650,0.353,0.350
TUBB2A,c1,e9,r5,0.503,0.565,0.576
TUBB3,c1,e9,r3,0.353,0.539,0.133
TUBB4B,c1,e5,r5,0.460,0.360,0.557
TUBGCP5,c10,e9,r9,0.188,0.436,0.157
TUG1,c10,e9,r3,0.263,0.475,0.488
TULP2,c1,e2,r5,0.371,0.313,0.420
TULP4,c10,e2,r9,0.208,0.433,0.223
TXLNG,c10,e1,r3,0.172,0.629,0.392
TXN,c5,e9,r9,0.548,0.388,0.293
TXN2,c8,e9,r9,0.400,0.403,0.274
TXNDC15,c1,e2,r9,0.432,0.303,0.412
TXNDC9,c10,e3,r9,0.240,0.702,0.711
TXNIP,c10,e2,r9,0.277,0.291,0.351
TXNL1,c10,e4,r3,0.434,0.425,0.281
TXNL4B,c10,e9,r7,0.456,0.375,0.152
TXNRD1,c3,e9,r5,0.514,0.360,0.195
TYMS,c5,e9,r9,0.901,0.331,0.215
TYROBP,c7,e7,r8,0.741,0.798,0.775
TYW1,c4,e9,r3,0.609,0.309,0.253
U2SURP,c2,e9,r3,0.424,0.407,0.912
UBA1,c8,e9,r9,0.372,0.516,0.508
UBA3,c3,e1,r9,0.453,0.426,0.766
UBA5,c3,e9,r4,0.318,0.465,0.435
UBA6,c1,e9,r3,0.201,0.368,0.298
UBA7,c10,e9,r9,0.364,0.469,0.515
UBAC1,c10,e8,r9,0.371,0.585,0.222
UBAP1,c10,e9,r5,0.205,0.470,0.203
UBAP2,c10,e5,r9,0.404,0.379,0.528
UBASH3A,c3,e9,r9,0.280,0.382,0.321
UBE2A,c10,e9,r7,0.330,0.515,0.177
UBE2B,c2,e5,r5,0.270,0.400,0.206
UBE2D2,c10,e1,r9,0.430,0.607,0.435
UBE2E1,c6,e5,r9,0.519,0.263,0.420
UBE2G2,c1,e9,r9,0.477,0.564,0.365
UBE2J1,c10,e9,r1,0.363,0.398,0.440
UBE2K,c10,e9,r4,0.323,0.395,0.582
UBE2L3,c3,e9,r9,0.498,0.510,0.326
UBE2L6,c10,e9,r2,0.929,0.502,0.624
UBE2M,c7,e9,r7,0.294,0.372,0.376
UBE2N,c10,e9,r4,0.168,0.372,0.435
UBE2Q1,c10,e4,r7,0.215,0.419,0.138
UBE2V2,c10,e5,r9,0.490,0.490,0.323
UBE2W,c7,e9,r9,0.305,0.520,0.137
UBE2Z,c10,e5,r9,0.378,0.397,0.341
UBE3B,c7,e9,r3,0.248,0.307,0.322
UBE3C,c1,e9,r9,0.338,0.456,0.555
UBE4A,c2,e3,r3,0.320,0.697,0.345
UBIAD1,c10,e9,r9,0.275,0.312,0.176
UBL3,c2,e2,r3,0.251,0.183,0.359
UBP1,c10,e9,r3,0.237,0.517,0.561
UBQLN2,c3,e2,r9,0.475,0.255,0.230
UBR2,c3,e9,r9,0.373,0.554,0.483
UBR4,c2,e4,r6,0.555,0.620,0.362
UBR5,c3,e2,r3,0.519,0.517,0.410
UBR7,c5,e9,r9,0.448,0.378,0.564
UBXN2B,c3,e5,r9,0.479,0.310,0.326
UBXN4,c10,e3,r3,0.238,0.419,0.310
UBXN7,c10,e9,r3,0.275,0.595,0.482
UCHL3,c10,e2,r9,0.388,0.447,0.337
UCP2,c8,e2,r2,0.759,0.541,0.560
UFD1L,c6,e2,r9,0.447,0.192,0.194
UFL1,c3,e9,r9,0.560,0.884,0.408
UFM1,c2,e9,r9,0.317,0.527,0.287
UFSP2,c4,e9,r9,0.642,0.444,0.391
UGGT1,c10,e9,r1,0.252,0.454,0.752
UGP2,c10,e9,r9,0.252,0.370,0.560
UIMC1,c3,e9,r9,0.424,0.458,0.182
UMPS,c3,e2,r9,0.591,0.306,0.440
UNC119B,c5,e9,r9,0.413,0.289,0.383
UNC45A,c10,e9,r9,0.313,0.527,0.270
UNC50,c1,e9,r9,0.569,0.573,0.614
UNG,c3,e9,r9,0.390,0.452,0.446
UPB1,c1,e2,r9,0.307,0.340,0.174
UPF2,c10,e9,r9,0.258,0.559,0.275
UPF3A,c10,e9,r2,0.217,0.402,0.710
UPF3B,c10,e9,r9,0.275,0.401,0.370
UQCR10,c5,e1,r9,0.491,0.459,0.305
UQCR11,c10,e8,r9,0.448,0.625,0.354
UQCRB,c10,e9,r9,0.634,0.445,0.455
UQCRC2,c3,e9,r9,0.551,0.380,0.274
UQCRQ,c5,e9,r9,0.320,0.424,0.250
URGCP,c1,e9,r9,0.333,0.327,0.263
URI1,c10,e9,r3,0.192,0.304,0.284
URM1,c10,e9,r7,0.467,0.374,0.171
UROD,c1,e9,r2,0.565,0.357,0.602
USO1,c1,e9,r9,0.350,0.478,0.603
USP1,c10,e9,r3,0.433,0.403,0.535
USP10,c10,e2,r9,0.251,0.153,0.590
USP11,c3,e2,r5,0.239,0.414,0.086
USP12,c1,e9,r5,0.660,0.466,0.381
USP15,c2,e9,r3,0.446,0.429,0.876
USP16,c2,e9,r3,0.291,0.381,0.416
USP24,c2,e1,r9,0.370,0.479,0.349
USP25,c3,e9,r3,0.262,0.518,0.367
USP3,c2,e9,r9,0.354,0.511,0.225
USP33,c3,e9,r9,0.504,0.462,0.570
USP34,c10,e1,r3,0.263,0.372,0.372
USP36,c1,e3,r5,0.539,0.624,0.401
USP39,c3,e2,r9,0.613,0.218,0.194
USP46,c3,e9,r3,0.397,0.317,0.352
USP47,c2,e3,r3,0.640,0.470,0.388
USP48,c3,e9,r4,0.322,0.434,0.447
USP7,c2,e4,r3,0.471,0.854,0.453
USP8,c2,e9,r9,0.591,0.373,0.345
USP9X,c2,e5,r3,0.525,0.855,0.478
USPL1,c2,e2,r9,0.402,0.317,0.290
UTP18,c10,e9,r9,0.393,0.441,0.264
UTRN,c1,e9,r3,0.386,0.356,0.320
UVRAG,c7,e2,r3,0.233,0.177,0.371
UXS1,c2,e3,r3,0.369,0.432,0.282
